ID2,SORTID,CollarBrand,ELKUID,Date,Time,UTMX,UTMY
954,53,2200,29,05/06/03,8:00,599224,5733305
955,54,2200,29,05/06/03,10:00,599221,5733298
956,55,2200,29,05/06/03,12:01,598554,5733425
957,56,2200,29,05/06/03,14:00,598266,5733293
958,57,2200,29,05/06/03,16:00,597618,5732992
959,58,2200,29,05/06/03,18:01,597296,5732388
960,59,2200,29,05/06/03,20:00,598497,5733453
961,60,2200,29,05/06/03,22:00,598767,5733764
962,61,2200,29,05/07/03,0:00,598775,5733768
963,62,2200,29,05/07/03,2:00,598774,5733762
964,63,2200,29,05/07/03,4:00,598771,5733765
965,64,2200,29,05/07/03,6:00,600473,5732988
966,65,2200,29,05/07/03,8:00,600006,5732321
967,66,2200,29,05/07/03,10:00,599951,5732344
968,67,2200,29,05/07/03,12:00,599706,5732404
969,68,2200,29,05/07/03,14:00,599569,5732353
970,69,2200,29,05/07/03,16:00,599495,5732250
971,70,2200,29,05/07/03,18:01,599714,5732091
972,71,2200,29,05/07/03,20:01,600594,5732618
973,72,2200,29,05/07/03,22:01,600692,5732756
974,73,2200,29,05/08/03,0:00,600620,5732797
975,74,2200,29,05/08/03,2:00,600601,5732812
976,75,2200,29,05/08/03,4:00,600600,5732820
977,76,2200,29,05/08/03,6:00,601173,5732194
978,77,2200,29,05/08/03,8:00,601611,5731738
979,78,2200,29,05/08/03,10:00,602135,5732199
980,79,2200,29,05/08/03,12:00,602184,5732243
981,80,2200,29,05/08/03,14:00,602465,5732172
982,81,2200,29,05/08/03,16:00,602697,5732099
985,82,2200,29,05/08/03,22:01,603306,5731551
986,83,2200,29,05/09/03,0:01,603322,5731557
987,84,2200,29,05/09/03,2:00,603211,5732323
988,85,2200,29,05/09/03,4:00,603212,5732366
989,86,2200,29,05/09/03,6:00,603539,5732098
990,87,2200,29,05/09/03,8:00,603653,5731933
991,88,2200,29,05/09/03,10:00,603668,5731848
992,89,2200,29,05/09/03,12:01,603714,5732056
993,90,2200,29,05/09/03,14:01,603780,5731930
994,91,2200,29,05/09/03,16:00,603793,5731991
995,92,2200,29,05/09/03,18:00,603692,5732134
996,93,2200,29,05/09/03,20:02,603611,5732048
997,94,2200,29,05/09/03,22:00,603488,5731470
998,95,2200,29,05/10/03,0:01,603468,5731464
999,96,2200,29,05/10/03,2:01,603464,5731469
1000,97,2200,29,05/10/03,4:01,603466,5731470
1001,98,2200,29,05/10/03,6:00,603179,5731438
1004,99,2200,29,05/10/03,12:01,602775,5732638
1005,100,2200,29,05/10/03,14:00,602479,5732508
1006,101,2200,29,05/10/03,16:00,602498,5732496
1007,102,2200,29,05/10/03,18:01,602664,5732397
1008,103,2200,29,05/10/03,20:01,602900,5732220
1009,104,2200,29,05/10/03,22:00,601932,5732501
1010,105,2200,29,05/11/03,0:00,601900,5732513
1011,106,2200,29,05/11/03,2:00,601087,5733190
1012,107,2200,29,05/11/03,4:00,600837,5733194
1013,108,2200,29,05/11/03,6:00,600237,5733210
1014,109,2200,29,05/11/03,8:00,599240,5733378
1015,110,2200,29,05/11/03,10:01,598920,5733413
1016,111,2200,29,05/11/03,12:00,598612,5732918
1017,112,2200,29,05/11/03,14:00,598023,5732375
1018,113,2200,29,05/11/03,16:00,598015,5732394
1019,114,2200,29,05/11/03,18:00,597785,5732888
1020,115,2200,29,05/11/03,20:01,598531,5732794
1021,116,2200,29,05/11/03,22:01,599411,5732803
1022,117,2200,29,05/12/03,0:00,599408,5732794
1023,118,2200,29,05/12/03,2:00,599455,5732844
1024,119,2200,29,05/12/03,4:00,599471,5732871
1025,120,2200,29,05/12/03,6:00,598875,5733184
1026,121,2200,29,05/12/03,8:00,599368,5733174
1027,122,2200,29,05/12/03,10:00,598293,5733050
1028,123,2200,29,05/12/03,12:01,598290,5732927
1029,124,2200,29,05/12/03,14:00,598248,5732842
1030,125,2200,29,05/12/03,16:00,598398,5732910
1031,126,2200,29,05/12/03,18:00,598624,5732908
1032,127,2200,29,05/12/03,20:00,598727,5733415
1033,128,2200,29,05/12/03,22:01,599995,5733332
1034,129,2200,29,05/13/03,0:00,600015,5733311
1035,130,2200,29,05/13/03,2:00,600163,5733338
1036,131,2200,29,05/13/03,4:00,600347,5733392
1037,132,2200,29,05/13/03,6:01,600537,5733734
1040,133,2200,29,05/13/03,12:00,600853,5734753
1041,134,2200,29,05/13/03,14:00,600635,5734422
1042,135,2200,29,05/13/03,16:00,600188,5734164
1043,136,2200,29,05/13/03,18:00,600254,5733857
1044,137,2200,29,05/13/03,20:00,600573,5733722
1045,138,2200,29,05/13/03,22:00,599315,5733442
1046,139,2200,29,05/14/03,0:00,598849,5733525
1047,140,2200,29,05/14/03,2:00,598730,5733654
1048,141,2200,29,05/14/03,4:00,598666,5733713
1049,142,2200,29,05/14/03,6:00,598569,5734342
1050,143,2200,29,05/14/03,8:00,599024,5734438
1051,144,2200,29,05/14/03,10:00,599239,5734516
1052,145,2200,29,05/14/03,12:01,599251,5734479
1053,146,2200,29,05/14/03,14:00,597681,5732786
1056,147,2200,29,05/14/03,20:00,598172,5732440
1057,148,2200,29,05/14/03,22:00,598615,5732900
1058,149,2200,29,05/15/03,0:00,598629,5732922
1059,150,2200,29,05/15/03,2:00,598622,5732972
1060,151,2200,29,05/15/03,4:00,598545,5733291
1061,152,2200,29,05/15/03,6:01,598728,5732614
1062,153,2200,29,05/15/03,8:00,598890,5732520
1063,154,2200,29,05/15/03,10:00,598830,5732787
1064,155,2200,29,05/15/03,12:00,598938,5732633
1065,156,2200,29,05/15/03,14:00,599827,5732226
1066,157,2200,29,05/15/03,16:00,599811,5732220
1067,158,2200,29,05/15/03,18:00,599608,5732270
1068,159,2200,29,05/15/03,20:01,599426,5731877
1069,160,2200,29,05/15/03,22:00,600116,5732674
1070,161,2200,29,05/16/03,0:00,600149,5732661
1071,162,2200,29,05/16/03,2:00,600149,5732659
1072,163,2200,29,05/16/03,4:00,600163,5732560
1073,164,2200,29,05/16/03,6:00,600401,5732714
1074,165,2200,29,05/16/03,8:01,600534,5734209
1075,166,2200,29,05/16/03,10:01,601089,5734702
1076,167,2200,29,05/16/03,12:00,600879,5734754
1077,168,2200,29,05/16/03,14:01,600877,5734798
1078,169,2200,29,05/16/03,16:00,601176,5734571
1079,170,2200,29,05/16/03,18:02,601801,5734124
1080,171,2200,29,05/16/03,20:00,601288,5733521
1081,172,2200,29,05/16/03,22:00,600598,5733376
1082,173,2200,29,05/17/03,0:00,600413,5733334
1083,174,2200,29,05/17/03,2:00,600407,5733334
1084,175,2200,29,05/17/03,4:00,600419,5733329
1085,176,2200,29,05/17/03,6:00,600796,5733633
1086,177,2200,29,05/17/03,8:00,602240,5734169
1087,178,2200,29,05/17/03,10:01,602610,5734359
1088,179,2200,29,05/17/03,12:00,602639,5734144
1089,180,2200,29,05/17/03,14:00,602630,5734280
1090,181,2200,29,05/17/03,16:00,602788,5734484
1091,182,2200,29,05/17/03,18:00,603126,5734534
1092,183,2200,29,05/17/03,20:00,601871,5733928
1093,184,2200,29,05/17/03,22:00,601247,5733561
1094,185,2200,29,05/18/03,0:00,601249,5733559
1095,186,2200,29,05/18/03,2:00,601258,5733536
1096,187,2200,29,05/18/03,4:00,601260,5733540
1099,188,2200,29,05/18/03,10:01,602411,5734349
1100,189,2200,29,05/18/03,12:00,603433,5734210
1101,190,2200,29,05/18/03,14:00,603394,5734151
1102,191,2200,29,05/18/03,16:00,603725,5733987
1103,192,2200,29,05/18/03,18:01,603622,5733545
1104,193,2200,29,05/18/03,20:00,601266,5733054
1105,194,2200,29,05/18/03,22:00,601075,5732913
1106,195,2200,29,05/19/03,0:00,601079,5732921
1107,196,2200,29,05/19/03,2:00,601016,5733098
1108,197,2200,29,05/19/03,4:01,601015,5733097
1109,198,2200,29,05/19/03,6:01,601775,5732581
1110,199,2200,29,05/19/03,8:01,602181,5732603
1111,200,2200,29,05/19/03,10:00,603594,5733541
1112,201,2200,29,05/19/03,12:01,603588,5734103
1113,202,2200,29,05/19/03,14:00,603868,5733418
1114,203,2200,29,05/19/03,16:00,604066,5733193
1115,204,2200,29,05/19/03,18:01,604261,5732697
1116,205,2200,29,05/19/03,20:00,603333,5732110
1117,206,2200,29,05/19/03,22:00,602145,5732393
1118,207,2200,29,05/20/03,0:00,602117,5732399
1119,208,2200,29,05/20/03,2:00,602005,5732547
1120,209,2200,29,05/20/03,4:00,602027,5732584
1121,210,2200,29,05/20/03,6:00,602509,5732078
1124,211,2200,29,05/20/03,12:01,603022,5732088
1125,212,2200,29,05/20/03,14:00,603051,5732122
1126,213,2200,29,05/20/03,16:00,602800,5732195
1127,214,2200,29,05/20/03,18:00,602609,5732134
1128,215,2200,29,05/20/03,20:00,601484,5732124
1129,216,2200,29,05/20/03,22:00,601306,5732160
1130,217,2200,29,05/21/03,0:01,601315,5732149
1131,218,2200,29,05/21/03,2:00,601448,5732121
1132,219,2200,29,05/21/03,4:00,601452,5732112
1133,220,2200,29,05/21/03,6:00,602377,5732143
1134,221,2200,29,05/21/03,8:00,603013,5732392
1135,222,2200,29,05/21/03,10:01,602976,5732476
1136,223,2200,29,05/21/03,12:00,604111,5733198
1137,224,2200,29,05/21/03,14:00,604131,5733333
1138,225,2200,29,05/21/03,16:00,604102,5732875
1139,226,2200,29,05/21/03,18:01,604331,5732587
1140,227,2200,29,05/21/03,20:01,603515,5731884
1141,228,2200,29,05/21/03,22:00,603592,5731741
1142,229,2200,29,05/22/03,0:00,603518,5731749
1143,230,2200,29,05/22/03,2:00,603525,5731753
1144,231,2200,29,05/22/03,4:02,603544,5731811
1145,232,2200,29,05/22/03,6:00,603730,5731843
1146,233,2200,29,05/22/03,8:01,603858,5731942
1149,234,2200,29,05/22/03,14:01,603937,5732004
1152,235,2200,29,05/22/03,20:00,603391,5731889
1153,236,2200,29,05/22/03,22:00,603499,5731843
1154,237,2200,29,05/23/03,0:00,603503,5731842
1155,238,2200,29,05/23/03,2:01,603486,5731772
1156,239,2200,29,05/23/03,4:00,603530,5731720
1157,240,2200,29,05/23/03,6:00,603939,5731966
1158,241,2200,29,05/23/03,8:00,603857,5732014
1159,242,2200,29,05/23/03,10:00,604213,5732571
1160,243,2200,29,05/23/03,12:00,604197,5732603
1161,244,2200,29,05/23/03,14:00,604359,5732449
1162,245,2200,29,05/23/03,16:01,604250,5733027
1163,246,2200,29,05/23/03,18:00,603875,5733149
1164,247,2200,29,05/23/03,20:00,602008,5732436
1165,248,2200,29,05/23/03,22:00,601859,5732485
1166,249,2200,29,05/24/03,0:00,601897,5732531
1167,250,2200,29,05/24/03,2:00,601897,5732530
1168,251,2200,29,05/24/03,4:00,601851,5732373
1169,252,2200,29,05/24/03,6:01,602151,5732348
1170,253,2200,29,05/24/03,8:00,602347,5732660
1171,254,2200,29,05/24/03,10:00,602534,5734116
1172,255,2200,29,05/24/03,12:00,602585,5734515
1173,256,2200,29,05/24/03,14:00,602671,5734630
1174,257,2200,29,05/24/03,16:00,602751,5734161
1175,258,2200,29,05/24/03,18:00,603159,5733911
1176,259,2200,29,05/24/03,20:00,603484,5733655
1177,260,2200,29,05/24/03,22:01,601281,5733199
1178,261,2200,29,05/25/03,0:00,601260,5733238
1186,262,2200,29,05/25/03,2:00,601013,5733090
1194,263,2200,29,05/25/03,4:00,600966,5733085
1202,264,2200,29,05/25/03,6:00,600899,5732863
1210,265,2200,29,05/25/03,8:01,601233,5733276
1218,266,2200,29,05/25/03,10:00,601242,5733578
1226,267,2200,29,05/25/03,12:00,601745,5733734
1234,268,2200,29,05/25/03,14:00,601735,5733731
1242,269,2200,29,05/25/03,16:00,602458,5733846
1250,270,2200,29,05/25/03,18:00,602414,5733866
1258,271,2200,29,05/25/03,20:00,601814,5734154
1266,272,2200,29,05/25/03,22:00,601046,5733505
1274,273,2200,29,05/26/03,0:00,601123,5733522
1275,274,2200,29,05/26/03,2:00,601163,5733500
1276,275,2200,29,05/26/03,4:00,601105,5733501
1277,276,2200,29,05/26/03,6:01,600988,5733544
1278,277,2200,29,05/26/03,8:01,600399,5733935
1279,278,2200,29,05/26/03,10:01,600770,5734516
1280,279,2200,29,05/26/03,12:00,600740,5734539
1281,280,2200,29,05/26/03,14:00,600689,5734349
1282,281,2200,29,05/26/03,16:00,600655,5734331
1283,282,2200,29,05/26/03,18:01,600597,5734325
1284,283,2200,29,05/26/03,20:00,600554,5733941
1285,284,2200,29,05/26/03,22:00,600600,5733768
1286,285,2200,29,05/27/03,0:00,600685,5733755
1287,286,2200,29,05/27/03,2:00,600651,5733826
1288,287,2200,29,05/27/03,4:00,600591,5733741
1289,288,2200,29,05/27/03,6:00,599942,5733712
1290,289,2200,29,05/27/03,8:00,600305,5734144
1291,290,2200,29,05/27/03,10:00,600071,5734490
1292,291,2200,29,05/27/03,12:00,600113,5734510
1293,292,2200,29,05/27/03,14:00,599747,5734267
1294,293,2200,29,05/27/03,16:01,599752,5734260
1295,294,2200,29,05/27/03,18:00,599551,5734173
1296,295,2200,29,05/27/03,20:01,599345,5733280
1297,296,2200,29,05/27/03,22:00,599247,5733039
1298,297,2200,29,05/28/03,0:00,599248,5733010
1299,298,2200,29,05/28/03,2:00,599341,5733008
1300,299,2200,29,05/28/03,4:00,599171,5732953
1301,300,2200,29,05/28/03,6:00,598357,5732658
1302,301,2200,29,05/28/03,8:01,597991,5732459
1303,302,2200,29,05/28/03,10:01,598024,5732469
1304,303,2200,29,05/28/03,12:01,597986,5732467
1305,304,2200,29,05/28/03,14:00,597968,5732485
1306,305,2200,29,05/28/03,16:02,597854,5732356
1307,306,2200,29,05/28/03,18:01,596862,5731980
1308,307,2200,29,05/28/03,20:00,591564,5729763
1309,308,2200,29,05/28/03,22:00,588454,5726572
1310,309,2200,29,05/29/03,0:00,586037,5725642
1311,310,2200,29,05/29/03,2:00,583152,5725378
1312,311,2200,29,05/29/03,4:00,583162,5725356
1313,312,2200,29,05/29/03,6:00,583172,5725314
1314,313,2200,29,05/29/03,8:02,583217,5725231
1317,314,2200,29,05/29/03,14:09,582778,5725373
1318,315,2200,29,05/29/03,16:00,582408,5725306
1319,316,2200,29,05/29/03,18:01,581424,5724584
1320,317,2200,29,05/29/03,20:00,580106,5725129
1321,318,2200,29,05/29/03,22:01,580067,5725055
1322,319,2200,29,05/30/03,0:00,580061,5725080
1323,320,2200,29,05/30/03,2:00,579937,5724988
1324,321,2200,29,05/30/03,4:02,579660,5725066
1325,322,2200,29,05/30/03,6:00,580519,5724564
1326,323,2200,29,05/30/03,8:00,580855,5724375
1327,324,2200,29,05/30/03,10:00,581033,5724369
1328,325,2200,29,05/30/03,12:00,581073,5724414
1329,326,2200,29,05/30/03,14:01,581325,5724311
1330,327,2200,29,05/30/03,16:00,581424,5723981
1331,328,2200,29,05/30/03,18:00,581418,5724326
1332,329,2200,29,05/30/03,20:01,581242,5724068
1333,330,2200,29,05/30/03,22:00,580834,5724682
1334,331,2200,29,05/31/03,0:00,580700,5724686
1335,332,2200,29,05/31/03,2:00,580704,5724689
1336,333,2200,29,05/31/03,4:00,580543,5724710
1337,334,2200,29,05/31/03,6:00,580948,5724507
1338,335,2200,29,05/31/03,8:01,581255,5724379
1339,336,2200,29,05/31/03,10:01,581159,5724243
1340,337,2200,29,05/31/03,12:00,580984,5724224
1341,338,2200,29,05/31/03,14:00,580853,5724181
1342,339,2200,29,05/31/03,16:00,580875,5724180
1343,340,2200,29,05/31/03,18:00,580926,5724175
1344,341,2200,29,05/31/03,20:01,581387,5724285
1345,342,2200,29,05/31/03,22:00,582708,5725016
1346,343,2200,29,06/01/03,0:01,582673,5725031
1354,344,2200,29,06/01/03,2:00,582675,5725019
1362,345,2200,29,06/01/03,4:00,582791,5724891
1370,346,2200,29,06/01/03,6:00,582824,5724910
1378,347,2200,29,06/01/03,8:00,582644,5724862
1386,348,2200,29,06/01/03,10:00,582308,5725388
1394,349,2200,29,06/01/03,12:00,582509,5725426
1402,350,2200,29,06/01/03,14:00,582604,5725579
1410,351,2200,29,06/01/03,16:00,583041,5725890
1418,352,2200,29,06/01/03,18:00,583267,5725882
1426,353,2200,29,06/01/03,20:00,583226,5725977
1434,354,2200,29,06/01/03,22:00,584197,5725593
1442,355,2200,29,06/02/03,0:00,584199,5725577
1450,356,2200,29,06/02/03,2:00,584165,5725597
1458,357,2200,29,06/02/03,4:00,584189,5725665
1466,358,2200,29,06/02/03,6:00,584255,5725620
1474,359,2200,29,06/02/03,8:00,583659,5725357
1482,360,2200,29,06/02/03,10:00,584589,5725379
1490,361,2200,29,06/02/03,12:00,584613,5725408
1498,362,2200,29,06/02/03,14:00,583859,5724975
1506,363,2200,29,06/02/03,16:01,581831,5725249
1522,364,2200,29,06/02/03,20:00,581453,5724331
1530,365,2200,29,06/02/03,22:00,581445,5724350
1538,366,2200,29,06/03/03,0:00,581434,5724343
1539,367,2200,29,06/03/03,2:00,581427,5724344
1540,368,2200,29,06/03/03,4:00,581239,5724234
1541,369,2200,29,06/03/03,6:00,580553,5724823
1542,370,2200,29,06/03/03,8:00,580506,5724831
1543,371,2200,29,06/03/03,10:00,580449,5724837
1544,372,2200,29,06/03/03,12:00,580216,5724303
1545,373,2200,29,06/03/03,14:00,580196,5724293
1546,374,2200,29,06/03/03,16:01,579680,5724418
1547,375,2200,29,06/03/03,18:00,579948,5724502
1548,376,2200,29,06/03/03,20:01,579675,5724349
1549,377,2200,29,06/03/03,22:00,580486,5724547
1550,378,2200,29,06/04/03,0:01,580608,5724711
1551,379,2200,29,06/04/03,2:00,580611,5724736
1552,380,2200,29,06/04/03,4:00,580724,5724714
1553,381,2200,29,06/04/03,6:02,580802,5724902
1554,382,2200,29,06/04/03,8:00,580539,5724933
1555,383,2200,29,06/04/03,10:01,580552,5724939
1556,384,2200,29,06/04/03,12:00,580577,5724848
1557,385,2200,29,06/04/03,14:00,580692,5724930
1558,386,2200,29,06/04/03,16:01,580653,5724798
1559,387,2200,29,06/04/03,18:00,580613,5724756
1560,388,2200,29,06/04/03,20:00,580880,5724806
1561,389,2200,29,06/04/03,22:00,580612,5724706
1562,390,2200,29,06/05/03,0:00,580585,5724734
1563,391,2200,29,06/05/03,2:00,580507,5724753
1564,392,2200,29,06/05/03,4:00,580681,5724745
1565,393,2200,29,06/05/03,6:00,581040,5724481
1566,394,2200,29,06/05/03,8:00,581226,5724426
1567,395,2200,29,06/05/03,10:01,581193,5724414
1568,396,2200,29,06/05/03,12:00,580982,5724213
1569,397,2200,29,06/05/03,14:00,581213,5724066
1572,398,2200,29,06/05/03,20:01,582054,5724891
1573,399,2200,29,06/05/03,22:00,584371,5725242
1574,400,2200,29,06/06/03,0:00,584385,5725044
1575,401,2200,29,06/06/03,2:01,584408,5725143
1576,402,2200,29,06/06/03,4:00,584404,5725146
1577,403,2200,29,06/06/03,6:00,584286,5725256
1578,404,2200,29,06/06/03,8:00,584078,5725104
1579,405,2200,29,06/06/03,10:01,584310,5725354
1580,406,2200,29,06/06/03,12:01,584405,5725274
1581,407,2200,29,06/06/03,14:01,584421,5725367
1582,408,2200,29,06/06/03,16:01,584429,5725544
1583,409,2200,29,06/06/03,18:02,584442,5725491
1584,410,2200,29,06/06/03,20:01,585335,5725743
1585,411,2200,29,06/06/03,22:00,585329,5725918
1586,412,2200,29,06/07/03,0:00,585272,5725968
1587,413,2200,29,06/07/03,2:00,585289,5726016
1590,414,2200,29,06/07/03,8:01,587403,5726062
1591,415,2200,29,06/07/03,10:00,587523,5726065
1592,416,2200,29,06/07/03,12:00,587429,5726016
1593,417,2200,29,06/07/03,14:00,587326,5726061
1594,418,2200,29,06/07/03,16:00,587266,5726051
1595,419,2200,29,06/07/03,18:00,587479,5725962
1596,420,2200,29,06/07/03,20:01,585029,5725693
1597,421,2200,29,06/07/03,22:00,585176,5725933
1598,422,2200,29,06/08/03,0:00,585456,5725891
1599,423,2200,29,06/08/03,2:00,585181,5725725
1600,424,2200,29,06/08/03,4:01,584874,5725298
1601,425,2200,29,06/08/03,6:00,584821,5725261
1602,426,2200,29,06/08/03,8:01,588599,5726917
1603,427,2200,29,06/08/03,10:00,590180,5729149
1604,428,2200,29,06/08/03,12:00,591866,5729848
1605,429,2200,29,06/08/03,14:00,597022,5732156
1606,430,2200,29,06/08/03,16:00,597522,5732504
1607,431,2200,29,06/08/03,18:00,598012,5732651
1608,432,2200,29,06/08/03,20:00,598233,5732472
1609,433,2200,29,06/08/03,22:00,598766,5732209
1610,434,2200,29,06/09/03,0:00,599752,5732255
1611,435,2200,29,06/09/03,2:00,599713,5732197
1612,436,2200,29,06/09/03,4:01,599755,5732309
1613,437,2200,29,06/09/03,6:00,600141,5732535
1614,438,2200,29,06/09/03,8:01,600278,5732570
1615,439,2200,29,06/09/03,10:00,600147,5733158
1616,440,2200,29,06/09/03,12:00,600284,5734556
1617,441,2200,29,06/09/03,14:01,600760,5734643
1618,442,2200,29,06/09/03,16:00,601048,5734352
1619,443,2200,29,06/09/03,18:00,601226,5734347
1620,444,2200,29,06/09/03,20:00,601066,5733941
1621,445,2200,29,06/09/03,22:00,600872,5734014
1622,446,2200,29,06/10/03,0:00,600862,5734012
1623,447,2200,29,06/10/03,2:00,600980,5733951
1624,448,2200,29,06/10/03,4:00,600884,5733938
1625,449,2200,29,06/10/03,6:00,600802,5733671
1626,450,2200,29,06/10/03,8:00,600930,5734285
1627,451,2200,29,06/10/03,10:01,601000,5734353
1628,452,2200,29,06/10/03,12:00,601039,5734548
1629,453,2200,29,06/10/03,14:01,600625,5734657
1630,454,2200,29,06/10/03,16:00,600604,5734355
1631,455,2200,29,06/10/03,18:01,600494,5734309
1632,456,2200,29,06/10/03,20:00,600036,5733661
1633,457,2200,29,06/10/03,22:00,599600,5733327
1634,458,2200,29,06/11/03,0:00,599248,5733097
1635,459,2200,29,06/11/03,2:01,599234,5732984
1636,460,2200,29,06/11/03,4:00,599156,5732894
1637,461,2200,29,06/11/03,6:00,598844,5732581
1638,462,2200,29,06/11/03,8:00,598503,5732377
1639,463,2200,29,06/11/03,10:00,597996,5732456
1640,464,2200,29,06/11/03,12:00,598000,5732450
1641,465,2200,29,06/11/03,14:01,597885,5732383
1642,466,2200,29,06/11/03,16:01,597841,5732631
1643,467,2200,29,06/11/03,18:01,598172,5732700
1644,468,2200,29,06/11/03,20:00,598506,5732699
1645,469,2200,29,06/11/03,22:00,598970,5732589
1646,470,2200,29,06/12/03,0:00,598929,5732539
1647,471,2200,29,06/12/03,2:00,598932,5732525
1648,472,2200,29,06/12/03,4:01,598651,5732489
1649,473,2200,29,06/12/03,6:01,598630,5732273
1650,474,2200,29,06/12/03,8:01,598508,5732364
1651,475,2200,29,06/12/03,10:00,598181,5732803
1652,476,2200,29,06/12/03,12:00,598247,5733062
1653,477,2200,29,06/12/03,14:00,598301,5733123
1654,478,2200,29,06/12/03,16:01,598258,5733124
1655,479,2200,29,06/12/03,18:00,598385,5733192
1656,480,2200,29,06/12/03,20:01,598573,5733281
1657,481,2200,29,06/12/03,22:00,598840,5733586
1658,482,2200,29,06/13/03,0:00,599932,5733729
1659,483,2200,29,06/13/03,2:00,599599,5733440
1660,484,2200,29,06/13/03,4:01,599492,5733332
1661,485,2200,29,06/13/03,6:00,599261,5733437
1662,486,2200,29,06/13/03,8:01,598161,5732226
1663,487,2200,29,06/13/03,10:00,598001,5732461
1664,488,2200,29,06/13/03,12:01,598026,5732547
1668,489,2200,29,06/13/03,20:01,585940,5726230
1669,490,2200,29,06/13/03,22:00,584189,5725545
1670,491,2200,29,06/14/03,0:00,584185,5725471
1671,492,2200,29,06/14/03,2:00,584187,5725263
1672,493,2200,29,06/14/03,4:00,583814,5725197
1673,494,2200,29,06/14/03,6:00,581212,5724050
1676,495,2200,29,06/14/03,12:00,581906,5726712
1677,496,2200,29,06/14/03,14:01,581591,5726636
1678,497,2200,29,06/14/03,16:01,581777,5726438
1679,498,2200,29,06/14/03,18:00,581733,5726347
1680,499,2200,29,06/14/03,20:01,581635,5725898
1681,500,2200,29,06/14/03,22:01,576615,5724297
1682,501,2200,29,06/15/03,0:00,574753,5722469
1683,502,2200,29,06/15/03,2:00,574621,5722360
1684,503,2200,29,06/15/03,4:00,574425,5722200
1685,504,2200,29,06/15/03,6:00,574347,5722227
1686,505,2200,29,06/15/03,8:02,575172,5723382
1687,506,2200,29,06/15/03,10:00,579083,5725229
1688,507,2200,29,06/15/03,12:00,580383,5725703
1689,508,2200,29,06/15/03,14:00,580385,5725770
1690,509,2200,29,06/15/03,16:01,580414,5725787
1691,510,2200,29,06/15/03,18:00,580754,5725598
1692,511,2200,29,06/15/03,20:01,580871,5725476
1693,512,2200,29,06/15/03,22:00,580635,5724759
1694,513,2200,29,06/16/03,0:00,580611,5724767
1695,514,2200,29,06/16/03,2:00,580590,5724758
1696,515,2200,29,06/16/03,4:00,580866,5724569
1697,516,2200,29,06/16/03,6:00,580883,5724462
1698,517,2200,29,06/16/03,8:01,580796,5724781
1699,518,2200,29,06/16/03,10:00,582108,5725442
1700,519,2200,29,06/16/03,12:00,581793,5726527
1701,520,2200,29,06/16/03,14:00,581837,5726567
1702,521,2200,29,06/16/03,16:00,581815,5726616
