deer_w2,moose_w2,elk_w2,sheep_w2,goat_w2,wolf_w2,Elevation2,DistFromHumanAccess2,DistFromHighHumanAccess2,landcover16,EASTING,NORTHING,pack,used,usedFactor,habitatType,landcov.f,closedConif,modConif,openConif,decid,regen,mixed,herb,shrub,water,rockIce,burn,alpineHerb,alpineShrub,alpine
4,4,4,4,3,4,2207.18,917.7633056,8254.600226,12,590532.4885,5716917.386,Red Deer,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,4,1,1,4,1994.54,2513.858498,7543.606029,3,570472.6092,5718481.676,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1913.332889,107.4134405,883.4855356,3,591273.1103,5732669.685,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1962.56,280.6404373,31.92975332,2,594223.9135,5736769.472,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,4,3,3,2292.48,226.6757722,857.8282471,15,559945.8827,5701105.89,Red Deer,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,1517,511.376138,344.0440373,12,607701.4592,5725541.122,Red Deer,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,4,6,5,4,2098.561333,1841.367499,3904.972487,10,585467.4432,5727965.748,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3,3,1,4,2192.92,102.5865595,753.0804292,10,559459.8582,5700987.896,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,3,1,2428.326222,3500.276265,3450.839573,10,560446.5931,5725475.903,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,7,7,7,7,7,2291.313333,2987.300805,4335.310136,16,553059.1636,5713522.812,Red Deer,0,0,Alpine Shrub,Alpine Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,,,,1727.827111,147.236798,99.68388316,2,603962.2265,5728587.557,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2922.056,1078.608468,1007.100435,10,556627.1827,5689609.89,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3,5,6,4,2319.18,4285.190032,8510.743414,10,566745.3327,5724900.583,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3,1,1,3,2249.293333,2188.328684,2047.852483,1,557862.3929,5717468.017,Red Deer,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,3,3,3,1,4,2170.806222,821.977625,752.0146947,8,562370.8812,5699516.732,Red Deer,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,5,4,1,5,1866.306667,1282.013491,9007.15716,2,574572.6305,5717984.034,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,4,5,5,4,4,2220.912889,1877.303259,13545.81646,2,575782.1616,5727560.231,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4,6,5,4,2411.487111,1332.013695,6914.302439,10,582946.3792,5731680.786,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3,3,1,4,2069.173333,1491.143491,1314.869314,3,554042.75,5706511.371,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2598.026667,834.5867329,2775.68737,10,550885.6307,5716404.831,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,5,5,4,4,2337.546667,2164.356158,15071.35233,15,574197.5798,5728857.133,Red Deer,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,3,3,3,1,4,2133.147111,1760.315967,2854.782595,2,595836.9882,5714159.479,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,1,3,4,4,4,2274.979556,2256.197086,4097.583283,2,585268.3773,5706925.715,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2378.826222,1936.276971,2512.346703,15,589343.3918,5736571.269,Red Deer,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,1,1,4,1,2086.926222,1380.499318,13332.97561,10,576108.6477,5722168.367,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3,5,6,4,2332.34,895.9860224,1082.054805,10,557958.8737,5724109.736,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,4,6,5,4,2357.446222,3350.315967,8565.478615,15,568009.4416,5739931.122,Red Deer,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,3,3,3,1,4,2168.573333,1452.407189,5152.392289,8,593362.0374,5718215.019,Red Deer,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,3,1,1,3,2094.646222,443.6916632,2520.636433,2,562448.2251,5686244.644,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,5,5,5,5,1831.386667,1548.756006,1383.316184,3,570245.8964,5686151.225,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1885.52,329.098549,386.4968763,3,597451.0437,5736078.978,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3,3,5,3,2180.173333,1546.198862,3981.5399,2,554881.2691,5714277.075,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,4,1,4,2355.713333,132.6029408,6840.613563,15,575773.3701,5695388.454,Red Deer,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1,1,1,4,1,2837.427111,4811.303403,4692.010713,10,564920.972,5718513.997,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,2507.258667,3105.712186,7812.754135,10,578648.5662,5699038.593,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2860.044444,1355.670327,1278.605164,10,556235.5048,5689374.385,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,3,3,4,1680.173778,1102.020852,963.2331611,3,570024.0007,5685730.443,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,1,1,3,2195.693333,405.3980941,529.5969423,8,562856.1534,5683999.198,Red Deer,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,4,6,5,4,2347.573333,486.3738438,8764.397014,10,581011.9152,5733329.964,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2307.587111,72.58655953,1458.797318,10,549413.4324,5717315.312,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,3,1,4,1563.593333,574.8020062,934.066155,2,566905.4748,5688432.578,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1872.28,976.309461,855.019821,12,608821.5262,5726571.931,Red Deer,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,4,1,2632.460444,2426.195089,11717.85376,10,577980.0935,5732132.112,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,1582.466667,119.4938314,132.743101,1,598003.7954,5731158.92,Red Deer,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2902.168,1764.053089,1890.709901,10,549928.1171,5715642.306,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2374.066222,2108.614701,14852.05876,10,571246.1273,5733853.698,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,1813.687111,732.5865595,670.777284,3,603290.2134,5715474.782,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2654.566667,2450.922347,2383.238116,10,551222.1819,5712729.352,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,4,6,5,4,2376.805333,1116.692901,7364.497416,10,582595.5338,5731974.523,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,2784.459556,956.3509268,3164.221689,10,550850.228,5718261.449,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2430.199111,1186.995779,1041.345834,10,558716.5905,5683743.539,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,2053.667111,410.7497446,1194.448123,7,591504.6981,5732993.256,Red Deer,0,0,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,3,4,4,1,4,2166.973778,261.8262554,7595.106382,2,573260.8949,5695381.191,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1686.24,1046.632785,1258.571485,2,591539.6662,5729196.321,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,3,5,6,4,1957.88,8.52360412,2589.60358,2,568417.7203,5702757.722,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1519.22,151.3415899,157.9781048,12,608298.9278,5725466.298,Red Deer,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3,4,3,3,2438.726667,2276.814032,2184.562864,10,553308.8475,5708440.953,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,3,1,1,4,1844.433333,745.7669189,515.4177309,3,565764.4969,5682835.227,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1470.193333,8.52360412,0,8,568977.494,5684422.994,Red Deer,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4,4,3,4,1903.193333,254.5609282,10134.89334,2,573142.0994,5720129.793,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,6,4,3,1,4,2208.472889,2066.180485,1872.912654,2,555865.3527,5710390.039,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,4,5,5,4,4,2317.906667,982.7664863,11670.373,10,585746.3505,5717546.94,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2376.68,402.5865595,1365.107857,10,549429.052,5716978.61,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,5,5,5,4,2035.113333,271.4574297,6829.083421,2,582832.3314,5708358.53,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1992.593778,788.5298582,2297.855791,2,589810.6601,5741785.069,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,1,2574.413333,4544.973484,9663.534479,10,577549.5625,5704236.181,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,2433.019111,1882.220519,7054.826348,10,580768.4552,5737888.039,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2499.546222,2614.780866,16194.71023,10,571827.9553,5731490.135,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,5,5,5,4,2205.606667,62.44744092,6723.584114,12,591953.4338,5717508.71,Red Deer,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,,2158.546222,817.7723108,865.297911,2,588225.7569,5740256.266,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2764.316444,3032.205105,5551.902,10,569481.2285,5716705.998,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,1,4,4,1925.813333,726.9859251,739.4799637,3,552221.3112,5706210.513,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,6,1,5,6,1851.987111,655.4837594,6767.048723,13,583006.5173,5726290.359,Red Deer,0,0,Burn-Grassland,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,3,1,1,3,2239.193778,2486.419486,2625.029501,1,565165.1631,5700879.197,Red Deer,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,4,4,1,4,5,2341.273333,1285.356849,1567.852483,15,558346.9594,5716210.86,Red Deer,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,1956.033333,196.0774011,0,2,593635.9593,5738497.367,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1855.306667,914.4621324,6882.054621,3,584945.9751,5723519.965,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,1,4,1919.213778,1223.122257,1068.499308,3,559826.111,5712091.805,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,3,1,1,4,1758.84,1695.13837,1742.422276,3,563542.6222,5686905.199,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2281.833333,1478.713372,10985.33548,10,585061.0678,5718725.813,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2909.066222,4176.91904,4224.101088,10,562604.8062,5723268.974,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,3,1,1,3,2322.019556,150.4343487,4.860291284,16,551167.7478,5723227.07,Red Deer,0,0,Alpine Shrub,Alpine Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,,,,1793.546667,74.57284293,390.9650688,12,604964.1795,5723185.408,Red Deer,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,2488.32,1989.743611,4800.392228,10,588381.5635,5724154.707,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,3,1,4,1537.88,63.40657458,117.4447369,3,560852.6348,5694573.93,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,3,6,3,2231.868,3099.825751,2910.168394,16,548448.5826,5705014.55,Red Deer,0,0,Alpine Shrub,Alpine Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,,,,1684.64,47.10324183,0,2,599598.4759,5730984.529,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,3,1,5,2061.553778,2229.492143,10713.81845,2,569041.6006,5725352.451,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2006.627111,536.9346651,525.9936753,7,598467.7377,5735855.986,Red Deer,0,0,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1,1,3,4,3,2397.873778,1097.911711,2376.614235,10,553661.3148,5719146.193,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,1984.113778,4.062955413,83.63285118,2,596333.5758,5738184.054,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1988.067556,133.8929516,3764.560437,3,606368.6426,5713438.869,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2299.9,793.6074861,3766.683628,10,569447.215,5702038.901,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,1,4,4,1690.973333,93.48681453,0.829853515,3,554654.489,5701819.325,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2390.426667,882.7990118,11108.69471,10,577117.5411,5735744.333,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,2235.673778,833.8834167,1368.472043,10,593994.4441,5734524.507,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,4,6,5,4,2217.053333,740.9197832,11737.56607,10,577576.552,5729988.085,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4,3,4,4,1937.626667,299.9626724,5675.083509,3,589352.1347,5711750.617,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,2039.42,1839.290032,1694.230926,3,601126.1467,5713454.792,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,3,4,1854.272889,441.5989667,319.9997662,2,598091.7609,5710829.685,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2658.293333,5151.568123,8503.346618,10,568240.5324,5721161.881,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,2397.633778,3326.25443,4697.238321,10,593325.5784,5720937.086,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,1766.96,1397.647231,7260.581227,2,575556.4269,5744633.067,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1716.313333,1652.92354,1708.146804,2,549432.2881,5706716.389,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2718.54,3250.406812,15105.50061,10,570731.6995,5731168.27,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,2074.993333,124.1772205,793.2651724,2,569370.8215,5710138.677,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2092.026667,335.0582718,883.5415775,2,591100.1139,5740838.388,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2717.026667,1946.367133,6412.673304,10,581333.6637,5738791.84,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,3,3,4,1985.392889,30.82160108,7416.321466,1,582234.093,5708422.988,Red Deer,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,5,5,3,2479.887111,518.4548985,7221.337052,10,575601.0918,5695737.962,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,1517,233.6128562,275.9824926,12,609440.697,5724766.041,Red Deer,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,3,1,1,3,1765.233778,0,0,5,554470.9531,5696714.231,Red Deer,0,0,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,3,4,6,5,4,2181.440889,827.6634866,12958.96874,2,576497.0366,5731125.048,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2450.499556,1817.022946,1775.8719,10,560833.0428,5706211.078,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,4,1,4,5,2297.987556,942.4219255,815.0366022,10,552531.4944,5693920.623,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,1580.6,80.31596664,0,3,611226.9493,5719014.589,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2834.521778,4166.82204,11387.20025,10,566646.989,5730476.628,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,2061.973778,1629.230469,1489.140582,2,601738.6019,5719074.987,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,2177.793778,4810.710875,7025.264387,3,574282.3272,5702583.263,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3,3,5,3,2080.146667,941.3066634,3893.226116,3,555268.3655,5714783.457,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4,6,5,4,2218.026667,3044.065129,5804.299502,2,592107.5176,5711333.734,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,1,4,4,1895.267111,889.0404319,913.5247603,2,557500.2661,5712072.146,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,1,2620.727111,5500.10203,5482.87247,10,565355.5438,5720110.277,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,6,5,3,2397.56,1634.858591,12875.46999,10,570576.397,5735722.064,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,3,6,5,3,2389.206222,2023.048233,9197.913649,10,580080.3493,5729106.384,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2258.587111,1070.830768,1070.248012,10,568158.2206,5709709.751,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,3,3,5,6,4,2036.520444,9.684033358,7561.607907,2,581861.2499,5707681.144,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2432.367111,1199.961129,6445.61608,10,581165.8267,5703551.801,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,2011.612,917.2919953,2975.083509,12,589280.7116,5709075.596,Red Deer,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,,2591.745778,589.6718427,13094.44176,10,574606.7112,5736764.413,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,1,3,4,3,2529.793333,1239.894729,1111.616046,10,552547.2808,5722072.449,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,1783.813333,373.2100797,7295.491368,2,580111.0502,5748276.362,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,4,3,4,3,3,2301.453333,2962.819762,3068.895523,2,555321.1768,5711905.89,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,3,5,6,4,1952.167111,99.68403336,2465.019723,1,568543.295,5703013.164,Red Deer,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,3,6,5,3,2372.566667,1292.044904,11465.36822,10,583497.0594,5718949.069,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,3,3,4,1912.179556,110.3159666,4035.498559,2,588145.643,5709965.602,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,3,4,1858.74,2019.275196,6973.009075,7,568411.3537,5697048.153,Red Deer,0,0,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,5,3,1,1,4,1947.72,507.5139085,527.9426603,3,550771.5,5709577.089,Red Deer,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,3,4,1962.847111,309.6840334,2632.486337,2,568760.9707,5702951.7,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2336.059556,2561.78253,3010.777284,10,603223.7014,5713130.504,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,4,6,5,4,2142.941778,1192.425373,8333.390789,2,580940.6192,5729244.924,Red Deer,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2396.047111,896.949,3327.017029,16,556573.1233,5716350.718,Red Deer,0,0,Alpine Shrub,Alpine Shrub,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,2642.626667,5739.202202,5777.761072,10,560533.4113,5728225.077,Red Deer,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
