deer_w2,moose_w2,elk_w2,sheep_w2,goat_w2,wolf_w2,Elevation2,DistFromHumanAccess2,DistFromHighHumanAccess2,landcover16,EASTING,NORTHING,pack,used,usedFactor,habitatType,landcov.f,closedConif,modConif,openConif,decid,regen,mixed,herb,shrub,water,rockIce,burn,alpineHerb,alpineShrub,alpine
4,4,4,4,3,4,2041.74,446.6541644,234.0278034,2,576305.0608,5687862.572,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,5,5,3,2647.122667,1856.099105,1694.643291,10,577564.5361,5673348.191,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,5,5,5,5,1811.48,728.0836524,1253.945405,12,585728.3081,5677113.245,Bow Valley,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,4,4,3,4,1895.713333,163.1454162,120.5649798,3,582979,5684053.785,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1515.093333,80.6350413,96.90545824,2,564603.4337,5688406.393,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1577.946667,557.7953636,369.2026531,2,574660.2927,5681668.243,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,5,1758.946667,1224.612931,1123.174885,3,582932.051,5678567.269,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,5,1,1,5,1408.080444,83.87053051,29.39179678,5,596882.4507,5670643.81,Bow Valley,0,0,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1676.08,957.4135164,863.9350077,3,582489.4694,5673460.382,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1512.593333,274.1498205,197.3351448,1,566621.5447,5687462.515,Bow Valley,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1619.973333,294.5355385,1638.985155,2,565046.5951,5691251.099,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2620.566667,3568.484838,3674.844036,10,572521.6694,5688375.141,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1605.593778,,,2,588921.9088,5664546.758,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1504.806667,27.90951448,25.29148801,2,564004.1205,5689009.254,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1620.2,232.608315,216.4097383,3,581584.355,5673924.417,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1744.132889,471.2993444,457.3945048,3,581660.028,5681361.772,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,3,4,1769.700444,104.7000598,113.510905,2,590903.3382,5679912.823,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,3,4,3,1835.613778,423.191751,361.4123285,10,587208.7452,5668294.078,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,1,1,4,1494,27.90951448,0,8,563709.4095,5690003.193,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4,1,3,4,3,1982.652889,399.889662,402.4239003,3,586273.1449,5667463.031,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1747.152889,1314.286128,1165.491817,2,577536.7847,5681467.776,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1571.9,30.82160108,173.4543997,2,592123.2995,5666382.839,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1571.673333,606.5425544,445.6224321,3,562715.1001,5689347.639,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,3,4,4,2024.386222,1866.460142,1584.263215,8,588977.5244,5674214.976,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,4,1,3,4,1779.186667,37.30400918,42.60256409,3,590644.2282,5681032.888,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2397.306667,2444.252118,2304.33991,10,590148.1635,5674537.681,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,3,3,3,5,1989.432889,859.759823,756.6773252,3,581049.3711,5682929.98,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1462.22,185.5656238,0,3,582436.8713,5676930.694,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,2134.880889,1092.336617,835.5365931,2,589844.6264,5672221.534,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,3,4,4,1880.080889,303.2521319,262.6398764,3,598080.5864,5668289.881,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2365.028444,600.1912711,522.7997659,10,596362.5164,5673105.128,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,5,4,1,5,1504.306222,580.4423874,501.498448,2,581313.6976,5675378.684,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,5,3,2260.866667,337.6763416,177.8093565,10,575793.977,5684774.4,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,3,1,4,1508.806667,212.7557224,489.7824725,3,570702.2438,5681378.353,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2323.245778,1209.375391,1033.356406,10,585437.5878,5683588.684,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,5,4,3,2316.853333,1318.53509,1169.501601,10,583987.3573,5667269.34,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2221.999556,1070.49353,1001.258947,10,589824.2824,5680000.165,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,5,4,1,5,1415.486222,27.90951448,16.3037773,2,585449.0714,5673233.236,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,5,1432,526.0027476,312.9546888,2,578156.1501,5678554.947,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,4,1,5,1435.172889,170.7878005,176.921512,2,583562.1671,5674647.229,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,1,1,3,2268.106222,3400.859188,3172.598487,2,575689.0449,5674400.996,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1527.846667,193.592172,371.7085172,3,584851.4233,5676698.021,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,3,5,6,4,2385.573333,3291.961029,3192.116387,10,581100.9964,5669247.11,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,5,5,3,1,5,1402,380.7969073,359.615947,4,594607.1721,5668830.291,Bow Valley,0,0,Deciduous,Deciduous,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,5,3,3,5,1433,5.621077945,33.6075687,1,579613.1078,5678909.271,Bow Valley,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,5,5,4,1,5,1683.986667,355.6832703,260.928053,3,568531.8423,5677723.419,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,2028.046667,1017.198018,831.9966079,8,578711.1123,5672964.571,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,3,3,3,1,4,2071.02,1607.740744,1570.401587,2,574438.8122,5675918.08,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,1,4,4,1604.653333,978.8194689,740.363672,3,563479.2817,5688218.452,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2403.493778,2570.38942,2487.24368,10,588598.0374,5678873.155,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,5,4,1,1,4,1650.526667,9.684033358,51.62921105,1,582320.2848,5681532.927,Bow Valley,0,0,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1533.939556,321.6857003,239.4217101,3,583040.109,5677432.235,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,3,1,1,4,1730.526667,1800.32398,1658.896912,3,564343.5884,5685859.84,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,1,2405.232889,1725.623982,1761.627908,10,586649.955,5680113.128,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,5,5,5,5,2087.286667,2126.569628,1996.515774,2,570643.2917,5686616.749,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,3,5,6,4,2310.200444,1740.598934,1622.204639,10,581054.5845,5671261.336,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,3,1,1,4,1748.327111,417.9149471,538.9794787,3,569893.436,5679135.828,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,1708.100444,514.811527,400.9233928,8,580328.5464,5674050.969,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,4,3,3,3,5,1668.566667,423.2031876,378.6999609,3,581898.947,5681850.034,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1602.1,1373.620868,1235.345692,3,568727.0481,5686921.263,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,3,3,1,3,1949.573333,,,3,597168.1576,5664684.776,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2214.407111,570.2976429,352.6984793,10,596830.3685,5672399.62,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,3,6,5,3,2281.632889,688.5356003,553.0684463,10,584476.467,5666737.955,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,3,3,1,3,1815.974222,45.32295495,31.86743373,3,585934.8339,5667756.547,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1433,315.2576,163.9363882,2,580304.7738,5678073.08,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,5,1458.053333,235.9061944,236.2129807,2,586983.8217,5671322.411,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2475.281778,2254.543211,2262.927444,10,587808.1729,5665702.468,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,3,3,4,1519.040444,,,2,591828.9001,5664689.499,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1541.834222,409.0336117,491.4754263,3,590573.6468,5667908.122,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,1,3,2221.473333,1415.884602,1307.723716,3,579176.6842,5684550.616,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,3,4,4,1844.379556,409.6234446,232.8824879,8,594118.0307,5675616.159,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,3,3,4,3,2227,3081.186752,2936.800138,10,581313.635,5669687.375,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,4,3,4,4,1828.353333,192.0714777,52.49202153,3,594135.525,5671746.141,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2125.459556,1458.431872,1204.887149,2,590144.3614,5672438.862,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,5,5,3,2445.114222,2856.31624,2936.792164,10,573381.5333,5688213.273,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1592.499556,739.6489182,743.2274685,3,584920.119,5672774.008,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2769.574667,2433.338818,2339.790889,10,572449.8968,5686230.474,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1911.966667,883.2077783,818.3136025,3,583235.3618,5682040.448,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2533.426667,869.2968518,825.7144788,10,591871.7187,5672741.151,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,6,3,5,3,4,2128.559556,584.2443332,2149.696988,10,584331.3853,5680248.034,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,3,3,5,3,2059.573333,703.6098252,532.2826871,3,570639.2714,5675888.421,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,5,3,1,5,1517.500444,265.4271925,520.601906,3,594899.2717,5667428.782,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1512.526667,168.2831768,103.5951837,2,580485.4546,5679215.333,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,3,3,5,1603.880444,775.1728406,688.4495448,3,579131.7521,5676615.412,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1610.12,898.7701837,640.0196838,3,563102.5617,5688580.169,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,3,1,1,4,1826.932889,1292.044904,1624.293728,3,571249.9806,5685151.84,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,3,1,1,3,1710.292444,214.677965,208.0667107,2,593024.0871,5675615.97,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1857.153333,924.2173383,2670.039679,10,566389.9826,5691583.128,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,3,3,5,6,3,2348.172,1100.934256,1003.369775,10,595897.1791,5673244.94,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,6,4,3,1,4,2165.186222,2503.920763,2479.625528,2,575207.8074,5675424.178,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,1,4,4,1548.873333,377.7983138,564.3493999,2,566475.9685,5684470.975,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,3,4,1513.006667,303.688055,366.7400181,3,590800.1533,5667961.551,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,5,4,3,5,1450.18,40.88100823,0,2,596243.4278,5668151.609,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,4,6,6,1,6,1447.012889,30.82160108,99.948347,2,591801.9374,5669416.748,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1592.887111,,,2,593055.4637,5662769.253,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,4,5,5,4,1659.893333,109.2285608,129.8696846,8,594430.222,5670761.936,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,5,3,1,5,1402,422.834363,337.2588624,2,587909.0329,5671697.331,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2359.067556,1036.306004,957.8829493,10,592964.283,5677774.88,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,5,4,1,3,4,1441.753333,17.41344047,0,8,575139.4639,5680283.431,Bow Valley,0,0,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,4,1,2379.192444,1026.748917,1073.280461,10,586887.1471,5680767.307,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,5,3,3,5,1402,465.1285058,309.1184334,9,589651.884,5669300.975,Bow Valley,0,0,Water,Water,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,4,5,5,5,5,1600.073333,846.6014641,866.0296525,12,587150.4087,5674967.576,Bow Valley,0,0,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,3,5,6,3,2346.980444,1161.903381,2616.244742,10,585436.2648,5679098.934,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,3,3,4,1832.612889,99.68403336,0.906362272,3,590659.9702,5681709.457,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,5,6,3,2436.201333,1013.298007,786.9353818,15,592381.3191,5672025.652,Bow Valley,0,0,Alpine Herb,Alpine Herb,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,4,5,5,5,5,1926.42,925.8881923,804.4921457,7,572272.1268,5684572.328,Bow Valley,0,0,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,4,4,4,3,4,1844.279556,2328.474238,2052.378733,3,568961.3822,5687937.314,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,3,4,3,2085.247556,682.4110696,555.8556557,3,592618.4812,5674952.863,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,3,4,3,2162.553778,2957.648499,2735.855183,2,583005.7524,5671509.976,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,3,4,1576.94,63.40657458,875.2393504,3,597859.7781,5666701.028,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,3,5,3,4,2008.246222,378.9820741,1700.102295,10,583993.0823,5680617.922,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,5,4,1,5,1460.880444,278.2546124,76.22836809,2,584611.4881,5673835.99,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,3,3,5,6,4,2403.079111,2027.177766,2390.936976,10,586201.4391,5679620.857,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,1,4,4,1936.767556,2249.295293,2478.845478,2,575750.9852,5676217.713,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,3,4,1570.086222,43.51552217,898.448056,3,597826.8326,5666711.295,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,4,4,1,5,1408.766222,5.621077945,0,2,595884.6593,5668736.473,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2532.020444,2344.068082,2230.2155,10,587499.5729,5665827.915,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,6,5,1,1,5,1402,209.148988,82.47185541,5,597520.7087,5669924.192,Bow Valley,0,0,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,4,3,1,1,4,1772.959556,1199.841765,1214.807361,2,569382.5382,5679759.717,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,5,5,3,2493.72,3213.255382,3023.555689,10,573129.0867,5687931.895,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,4,4,3,4,1565.193333,111.3621897,452.7731455,2,570275.7548,5684421.212,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1503.486222,45.87401992,108.5238847,2,567368.4119,5685120.143,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,5,5,3,2491.406667,2838.026228,3200.51433,10,573186.7678,5688682.282,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,3,1,4,1563.619556,1157.161958,995.1193691,3,565982.087,5685208.81,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1531.166667,516.0241035,407.8698699,2,565580.4245,5686494.664,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,1,4,1494.92,20.31596664,0,2,575838.0465,5680694.942,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1500.68,225.533176,220.8548066,3,587428.0835,5670741.982,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,1,2185.76,64.7275673,1605.580616,3,565392.24,5681211.784,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,3,3,1,3,1765.006222,652.3050677,1413.122709,2,570969.6753,5677108.361,Bow Valley,0,0,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,3,4,3,2058.313333,419.4826801,392.4209044,3,586070.5266,5667156.889,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2453.02,2447.265931,2257.077999,10,588592.0907,5679348.67,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,3,3,3,5,1638.493778,898.3081838,717.1650515,3,588351.676,5668350.222,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,3,4,4,1830.746667,1667.271668,1402.932246,3,589092.6596,5673622.475,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,3,4,3,1957.987556,904.5015801,649.4379458,3,592211.3075,5675497.94,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1859.593333,790.0147841,728.3136025,3,583146.1029,5681957.998,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,2175.587111,1105.647401,1051.799068,10,589775.8728,5680021.939,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,3,3,3,5,1700.013778,308.2596028,300.6044667,3,581726.5603,5682619.462,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,3,4,4,1908.226222,1173.419809,1420.601906,3,594504.1322,5666533.976,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,5,4,3,2438.246667,2505.363126,2329.220477,10,583567.5396,5668752.278,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,4,1,2338.372889,1444.708042,1231.438144,10,591805.5031,5671895.465,Bow Valley,0,0,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,4,3,1,4,1729.666222,1523.477071,1366.692917,3,576358.1573,5677393.915,Bow Valley,0,0,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
